text,entity_id,pretty_name,cui,type_ids,types,source_value,detected_name,acc,context_similarity,ontologies,names
"inpatientclaims pertains to a synthetic inpatient claim, revenue center hcfa common procedure coding system 1 – revenue center hcfa common procedure coding system 45",6,Common,72906007,['7882689'],['qualifier value'],common,common,1.0,1.0,['SNOMED-CT'],inpatientclaims_hcpcs_cd
"inpatientclaims pertains to a synthetic inpatient claim, revenue center hcfa common procedure coding system 1 – revenue center hcfa common procedure coding system 45",7,Procedure,71388002,['28321150'],['procedure'],procedure,procedure,1.0,1.0,['SNOMED-CT'],inpatientclaims_hcpcs_cd
"inpatientclaims pertains to a synthetic inpatient claim, revenue center hcfa common procedure coding system 1 – revenue center hcfa common procedure coding system 45",8,System,733021006,['39041339'],['unit of presentation'],system,system,0.6660985855245909,0.6660985855245909,['SNOMED-CT'],inpatientclaims_hcpcs_cd
"outpatientclaims pertains to a synthetic outpatient claim, beneficiary code",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_desynpuf_id
"outpatientclaims pertains to a synthetic outpatient claim, claim id",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_clm_id
"outpatientclaims pertains to a synthetic outpatient claim, claim line segment",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_segment
"outpatientclaims pertains to a synthetic outpatient claim, claim line segment",2,Segment,264193005,['7882689'],['qualifier value'],segment,segment,1.0,1.0,['SNOMED-CT'],outpatientclaims_segment
"outpatientclaims pertains to a synthetic outpatient claim, claims start date",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_clm_from_dt
"outpatientclaims pertains to a synthetic outpatient claim, claims start date",1,Started,385652002,['7882689'],['qualifier value'],start,start,1.0,1.0,['SNOMED-CT'],outpatientclaims_clm_from_dt
"outpatientclaims pertains to a synthetic outpatient claim, claims end date",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_clm_thru_dt
"outpatientclaims pertains to a synthetic outpatient claim, provider institution",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_prvdr_num
"outpatientclaims pertains to a synthetic outpatient claim, provider institution",1,Institution,385437003,['13371933'],['social concept'],institution,institution,1.0,1.0,['SNOMED-CT'],outpatientclaims_prvdr_num
"outpatientclaims pertains to a synthetic outpatient claim, claim payment amount",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_clm_pmt_amt
"outpatientclaims pertains to a synthetic outpatient claim, nch primary payer claim paid amount",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_nch_prmry_pyr_clm_pd_amt
"outpatientclaims pertains to a synthetic outpatient claim, nch primary payer claim paid amount",1,Principal,63161005,['7882689'],['qualifier value'],primary,primary,0.20505868157057203,0.20505868157057203,['SNOMED-CT'],outpatientclaims_nch_prmry_pyr_clm_pd_amt
"outpatientclaims pertains to a synthetic outpatient claim, attending physician – national provider identifier number",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_at_physn_npi
"outpatientclaims pertains to a synthetic outpatient claim, attending physician – national provider identifier number",1,Attending physician,405279007,['16939031'],['occupation'],attending physician,attending~physician,1.0,1.0,['SNOMED-CT'],outpatientclaims_at_physn_npi
"outpatientclaims pertains to a synthetic outpatient claim, attending physician – national provider identifier number",3,Identifier (property),118522005,['7882689'],['qualifier value'],identifier,identifier,1.0,1.0,['SNOMED-CT'],outpatientclaims_at_physn_npi
"outpatientclaims pertains to a synthetic outpatient claim, attending physician – national provider identifier number",4,Number,410680006,['43039974'],['attribute'],number,number,0.43959926263173016,0.43959926263173016,['SNOMED-CT'],outpatientclaims_at_physn_npi
"outpatientclaims pertains to a synthetic outpatient claim, operating physician – national provider identifier number",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_op_physn_npi
"outpatientclaims pertains to a synthetic outpatient claim, operating physician – national provider identifier number",1,Physician,309343006,['16939031'],['occupation'],physician,physician,1.0,1.0,['SNOMED-CT'],outpatientclaims_op_physn_npi
"outpatientclaims pertains to a synthetic outpatient claim, operating physician – national provider identifier number",2,Identifier (property),118522005,['7882689'],['qualifier value'],identifier,identifier,1.0,1.0,['SNOMED-CT'],outpatientclaims_op_physn_npi
"outpatientclaims pertains to a synthetic outpatient claim, operating physician – national provider identifier number",3,Number,410680006,['43039974'],['attribute'],number,number,0.4528863092793239,0.4528863092793239,['SNOMED-CT'],outpatientclaims_op_physn_npi
"outpatientclaims pertains to a synthetic outpatient claim, other physician – national provider identifier number",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_ot_physn_npi
"outpatientclaims pertains to a synthetic outpatient claim, other physician – national provider identifier number",1,Physician,309343006,['16939031'],['occupation'],physician,physician,1.0,1.0,['SNOMED-CT'],outpatientclaims_ot_physn_npi
"outpatientclaims pertains to a synthetic outpatient claim, other physician – national provider identifier number",2,Identifier (property),118522005,['7882689'],['qualifier value'],identifier,identifier,1.0,1.0,['SNOMED-CT'],outpatientclaims_ot_physn_npi
"outpatientclaims pertains to a synthetic outpatient claim, other physician – national provider identifier number",3,Number,410680006,['43039974'],['attribute'],number,number,0.4589498517808975,0.4589498517808975,['SNOMED-CT'],outpatientclaims_ot_physn_npi
"outpatientclaims pertains to a synthetic outpatient claim, nch beneficiary blood deductible liability amount",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_nch_bene_blood_ddctbl_lblty_am
"outpatientclaims pertains to a synthetic outpatient claim, nch beneficiary blood deductible liability amount",1,Bloods,32873005,['20410104'],['ethnic group'],blood,blood,0.99,0.99,['SNOMED-CT'],outpatientclaims_nch_bene_blood_ddctbl_lblty_am
"outpatientclaims pertains to a synthetic outpatient claim, claim diagnosis code 1 – claim diagnosis code 10",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_icd9_dgns_cd
"outpatientclaims pertains to a synthetic outpatient claim, claim diagnosis code 1 – claim diagnosis code 10",1,Diagnosis,439401001,['2680757'],['observable entity'],diagnosis,diagnosis,1.0,1.0,['SNOMED-CT'],outpatientclaims_icd9_dgns_cd
"outpatientclaims pertains to a synthetic outpatient claim, claim diagnosis code 1 – claim diagnosis code 10",2,Diagnosis,439401001,['2680757'],['observable entity'],diagnosis,diagnosis,1.0,1.0,['SNOMED-CT'],outpatientclaims_icd9_dgns_cd
"outpatientclaims pertains to a synthetic outpatient claim, claim procedure code 1 – claim procedure code 6",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_icd9_prcdr_cd
"outpatientclaims pertains to a synthetic outpatient claim, claim procedure code 1 – claim procedure code 6",1,Procedure,71388002,['28321150'],['procedure'],procedure,procedure,1.0,1.0,['SNOMED-CT'],outpatientclaims_icd9_prcdr_cd
"outpatientclaims pertains to a synthetic outpatient claim, claim procedure code 1 – claim procedure code 6",2,Procedure,71388002,['28321150'],['procedure'],procedure,procedure,1.0,1.0,['SNOMED-CT'],outpatientclaims_icd9_prcdr_cd
"outpatientclaims pertains to a synthetic outpatient claim, nch beneficiary part b deductible amount",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_nch_bene_ptb_ddctbl_amt
"outpatientclaims pertains to a synthetic outpatient claim, nch beneficiary part b coinsurance amount",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_nch_bene_ptb_coinsrnc_amt
"outpatientclaims pertains to a synthetic outpatient claim, claim admitting diagnosis code",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_admtng_icd9_dgns_cd
"outpatientclaims pertains to a synthetic outpatient claim, claim admitting diagnosis code",2,Admitting diagnosis (contextual qualifier),52870002,['7882689'],['qualifier value'],admitting diagnosis,admitting~diagnosis,1.0,1.0,['SNOMED-CT'],outpatientclaims_admtng_icd9_dgns_cd
"outpatientclaims pertains to a synthetic outpatient claim, revenue center hcfa common procedure coding system 1 – revenue center hcfa common procedure coding system 45",0,Outpatient,373864002,['31601201'],['person'],outpatient,outpatient,1.0,1.0,['SNOMED-CT'],outpatientclaims_hcpcs_cd
"outpatientclaims pertains to a synthetic outpatient claim, revenue center hcfa common procedure coding system 1 – revenue center hcfa common procedure coding system 45",1,Central,26216008,['7882689'],['qualifier value'],center,center,1.0,1.0,['SNOMED-CT'],outpatientclaims_hcpcs_cd
"outpatientclaims pertains to a synthetic outpatient claim, revenue center hcfa common procedure coding system 1 – revenue center hcfa common procedure coding system 45",2,Common,72906007,['7882689'],['qualifier value'],common,common,1.0,1.0,['SNOMED-CT'],outpatientclaims_hcpcs_cd
"outpatientclaims pertains to a synthetic outpatient claim, revenue center hcfa common procedure coding system 1 – revenue center hcfa common procedure coding system 45",3,Procedure,71388002,['28321150'],['procedure'],procedure,procedure,1.0,1.0,['SNOMED-CT'],outpatientclaims_hcpcs_cd
"outpatientclaims pertains to a synthetic outpatient claim, revenue center hcfa common procedure coding system 1 – revenue center hcfa common procedure coding system 45",4,System,733021006,['39041339'],['unit of presentation'],system,system,0.5831034160441375,0.5831034160441375,['SNOMED-CT'],outpatientclaims_hcpcs_cd
"outpatientclaims pertains to a synthetic outpatient claim, revenue center hcfa common procedure coding system 1 – revenue center hcfa common procedure coding system 45",5,Central,26216008,['7882689'],['qualifier value'],center,center,1.0,1.0,['SNOMED-CT'],outpatientclaims_hcpcs_cd
"outpatientclaims pertains to a synthetic outpatient claim, revenue center hcfa common procedure coding system 1 – revenue center hcfa common procedure coding system 45",6,Common,72906007,['7882689'],['qualifier value'],common,common,1.0,1.0,['SNOMED-CT'],outpatientclaims_hcpcs_cd
"outpatientclaims pertains to a synthetic outpatient claim, revenue center hcfa common procedure coding system 1 – revenue center hcfa common procedure coding system 45",7,Procedure,71388002,['28321150'],['procedure'],procedure,procedure,1.0,1.0,['SNOMED-CT'],outpatientclaims_hcpcs_cd
"outpatientclaims pertains to a synthetic outpatient claim, revenue center hcfa common procedure coding system 1 – revenue center hcfa common procedure coding system 45",8,System,733021006,['39041339'],['unit of presentation'],system,system,0.6702996303230726,0.6702996303230726,['SNOMED-CT'],outpatientclaims_hcpcs_cd
"carrierclaims pertains to a synthetic physician or supplier claim, beneficiary code",0,Physician,309343006,['16939031'],['occupation'],physician,physician,1.0,1.0,['SNOMED-CT'],carrierclaims_desynpuf_id
"carrierclaims pertains to a synthetic physician or supplier claim, beneficiary code",1,Supplier,774164004,['43744943'],['supplier'],supplier,supplier,1.0,1.0,['SNOMED-CT'],carrierclaims_desynpuf_id
"carrierclaims pertains to a synthetic physician or supplier claim, claim id",0,Physician,309343006,['16939031'],['occupation'],physician,physician,1.0,1.0,['SNOMED-CT'],carrierclaims_clm_id
"carrierclaims pertains to a synthetic physician or supplier claim, claim id",1,Supplier,774164004,['43744943'],['supplier'],supplier,supplier,1.0,1.0,['SNOMED-CT'],carrierclaims_clm_id
"carrierclaims pertains to a synthetic physician or supplier claim, claims start date",0,Physician,309343006,['16939031'],['occupation'],physician,physician,1.0,1.0,['SNOMED-CT'],carrierclaims_clm_from_dt
"carrierclaims pertains to a synthetic physician or supplier claim, claims start date",1,Supplier,774164004,['43744943'],['supplier'],supplier,supplier,1.0,1.0,['SNOMED-CT'],carrierclaims_clm_from_dt
"carrierclaims pertains to a synthetic physician or supplier claim, claims start date",2,Started,385652002,['7882689'],['qualifier value'],start,start,1.0,1.0,['SNOMED-CT'],carrierclaims_clm_from_dt
"carrierclaims pertains to a synthetic physician or supplier claim, claims end date",0,Physician,309343006,['16939031'],['occupation'],physician,physician,1.0,1.0,['SNOMED-CT'],carrierclaims_clm_thru_dt
"carrierclaims pertains to a synthetic physician or supplier claim, claims end date",1,Supplier,774164004,['43744943'],['supplier'],supplier,supplier,1.0,1.0,['SNOMED-CT'],carrierclaims_clm_thru_dt
"carrierclaims pertains to a synthetic physician or supplier claim, claims end date",2,Date (attribute),410671006,['43039974'],['attribute'],date,date,0.353797705096462,0.353797705096462,['SNOMED-CT'],carrierclaims_clm_thru_dt
"carrierclaims pertains to a synthetic physician or supplier claim, claim diagnosis code 1 – claim diagnosis code 8",0,Physician,309343006,['16939031'],['occupation'],physician,physician,1.0,1.0,['SNOMED-CT'],carrierclaims_icd9_dgns_cd
"carrierclaims pertains to a synthetic physician or supplier claim, claim diagnosis code 1 – claim diagnosis code 8",1,Supplier,774164004,['43744943'],['supplier'],supplier,supplier,1.0,1.0,['SNOMED-CT'],carrierclaims_icd9_dgns_cd
"carrierclaims pertains to a synthetic physician or supplier claim, claim diagnosis code 1 – claim diagnosis code 8",2,Diagnosis,439401001,['2680757'],['observable entity'],diagnosis,diagnosis,1.0,1.0,['SNOMED-CT'],carrierclaims_icd9_dgns_cd
"carrierclaims pertains to a synthetic physician or supplier claim, claim diagnosis code 1 – claim diagnosis code 8",3,Diagnosis,439401001,['2680757'],['observable entity'],diagnosis,diagnosis,1.0,1.0,['SNOMED-CT'],carrierclaims_icd9_dgns_cd
"carrierclaims pertains to a synthetic physician or supplier claim, provider physician – national provider identifier number",0,Physician,309343006,['16939031'],['occupation'],physician,physician,1.0,1.0,['SNOMED-CT'],carrierclaims_prf_physn_npi
"carrierclaims pertains to a synthetic physician or supplier claim, provider physician – national provider identifier number",1,Supplier,774164004,['43744943'],['supplier'],supplier,supplier,1.0,1.0,['SNOMED-CT'],carrierclaims_prf_physn_npi
